id,Label,subcat1,subcat2,obj1,pb1,obj2,pb2,obj3,pb3,obj4,pb4,obj5,pb5,obj6,pb6,black,red,green,blue,yellow,magenta,cyan,maroon,purple,orange,gray,white,booksDay,price
0307887898,"The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses Hardcover","Business & Money","Management & Leadership",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.27072927073,0.0,0.0,46.5811965812,0.21645021645,0.0,4.31235431235,0.047175047175,0.002775002775,0.13875013875,17.4741924742,26.9563769564,E,10.99
0307465357,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich Hardcover","Business & Money","Business Culture",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00272776868522,29.6290234588,0.0,3.44517184943,1.48117839607,0.0,0.150027277687,1.14566284779,0.57010365521,47.3895253682,6.20840152755,9.97817785052,E,10.99
0374533555,"Thinking, Fast and Slow Paperback","Business & Money","Management & Leadership",quill,9.098419547080994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.70301198316,0.00269890964051,0.0,0.0,0.37514844003,0.0,0.0,0.113354204901,0.00539781928101,0.647738313721,3.81895714131,93.333693188,D,2.99
0061900621,"I'm a Big Sister Hardcover","Children's Books","Growing Up & Facts of Life",bucket,83.07743072509766,neck_brace,8.929314464330673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.039013732834,0.0,0.0,0.0,0.0,0.0109238451935,0.0,1.88670411985,3.96847690387,0.0124843945069,15.9441323346,78.1382646692,D,4.02
1595231129,"One Nation: What We Can All Do to Save America's Future Hardcover","Politics & Social Sciences","Politics & Government",military_uniform,9.339317679405212,suit,9.127923846244812,person,99.97606873512268,NULL,NULL,NULL,NULL,NULL,NULL,15.2614015573,0.0,0.0,0.0,0.0111234705228,0.0,0.0,10.7897664071,0.0361512791991,2.09677419355,22.6195773081,49.1852057842,D,10.99
0803736800,"Dragons Love Tacos Hardcover","Children's Books","Fairy Tales, Folk Tales & Myths",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0759548611111,0.0590760030864,0.0,0.0108506944444,2.44140625,0.0,0.125385802469,1.41661844136,0.632957175926,4.14737654321,28.5433545525,62.5470196759,D,8.97
0345514408,"I Know Why the Caged Bird Sings Mass Market Paperback","Literature & Fiction",Poetry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.7151497696,0.0,0.0,0.0,0.0,0.0,0.0,0.172811059908,2.50576036866,0.0,81.7720334101,3.83424539171,D,3.99
1936608367,"Against All Grain: Delectable Paleo Recipes to Eat Well & Feel Great Paperback","Cookbooks, Food & Wine","Special Diet",burrito,8.591146022081375,person,93.5352087020874,"potted plant",86.17865443229675,bowl,84.64142084121704,"dining table",77.90424227714539,NULL,NULL,2.2908383104,1.39080670116,0.0,0.0,0.0865095077276,0.0,0.0,14.9977540801,0.207955547422,2.32411119799,27.1889400922,51.513084563,D,9.99
0976423316,"The First Days of School: How to Be an Effective Teacher (Book & DVD) 4th Edition","New, Used & Rental Textbooks","Business & Finance",person,76.23341679573059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.30159420383,0.0,0.0,0.0,0.0,0.0,0.0984786959886,0.0,0.0,0.0,29.7386477724,66.8612793278,D,17.0
076967559X,"Brighter Child® Handwriting: Printing (Brighter Child Workbooks) Paperback","Children's Books","Education & Reference",apple,93.04654002189636,car,85.69445610046387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.53398536448,0.686039966226,0.0,0.00527723050943,5.93336616943,0.00175907683648,13.1174359696,1.55150576977,0.522445820433,32.7293836195,14.9292851112,26.9895159021,D,2.25
1476710791,"Wayfaring Stranger: A Novel (A Holland Family Novel) Hardcover","Mystery, Thriller & Suspense","Thrillers & Suspense",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.94874748056,0.0,0.0,2.78433630867,17.3279585373,0.0,0.0,10.1641232364,0.00575871004895,60.7687877915,2.93694212496,0.0633458105384,E,9.99
006202406X,"Allegiant Hardcover","Teen & Young Adult","Literature & Fiction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.015088645794,0.00754432289702,0.0,0.0,0.990821073809,0.0,0.0,13.4389538539,0.0,19.3335848108,48.889727147,17.3242801459,D,6.99
031632406X,"Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10 Mass Market Paperback","Biographies & Memoirs","Leaders & Notable People",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65.4690137449,0.0934410417169,0.0,0.0,0.0,0.0,0.0,4.20484687726,0.0512418615867,2.15517241379,14.4924041476,13.5338799132,E,7.99
1416994157,"Locomotive (Caldecott Medal Book) Hardcover","Children's Books",History,chime,8.834603428840637,clock,91.68699979782104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.77409801169,0.0,0.0,0.0,0.842215675084,0.0,0.0,3.95502012988,0.0154251955144,1.58262505977,47.9507627759,40.8798531521,E,9.62
1889392448,"Baby Bargains: Secrets to Saving 20% to 50% on baby furniture, gear, clothes, strollers, maternity wear and much, much more! Paperback","Parenting & Relationships",Parenting,person,89.88915681838989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.372461381636,3.62659766329,0.145063906532,0.0156825844899,9.43699521681,0.0,0.0,0.674351133067,0.59985885674,6.57884419352,31.2083431349,47.341801929,E,8.02
1846432766,"My New Baby Board book","Children's Books","Growing Up & Facts of Life",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.31972822853,0.112824836342,0.24424717318,0.0,0.618676849831,0.0,4.32081928189,0.742660186471,0.73274151954,21.1416385638,42.7407756398,27.0258877207,E,2.89
0316204366,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants Hardcover","Health, Fitness & Dieting","Psychology & Counseling",conch,82.12156891822815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.330433128893,0.0,0.0,0.0,0.0,0.0,0.0,1.53092758998,0.0,0.0594304188656,7.23387058432,90.8453382779,D,14.99
0393244660,"Flash Boys Hardcover",History,Americas,dog,88.53271007537842,horse,99.2760419845581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.24532341672,86.1984448952,0.0,0.0,0.0,0.0,0.0,1.89317106153,0.290173540681,0.453572233491,2.29603335587,6.62328149651,D,14.16
145161778X,"All Fall Down: A Novel Hardcover","Literature & Fiction","Genre Fiction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.225739925311,0.0,0.0,2.53887743158,0.0,0.0,16.476227635,0.0,1.77247645059,0.0,24.0120394627,54.9746390948,E,10.99
1931636869,"A Bad Case of Tattle Tongue Paperback","Children's Books","Growing Up & Facts of Life",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.92155706705,0.765016321307,0.0,12.6393063085,8.05783638429,0.0,15.678520585,4.48080988194,1.04542643908,7.93776333386,21.3255489567,23.1482147223,E,5.77
1594205191,"The Mockingbird Next Door: Life with Harper Lee Hardcover","Literature & Fiction","History & Criticism",swing,98.09694290161133,person,81.99194073677063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.0504201681,0.0131302521008,0.0,0.0,2.4737394958,0.0,0.0,11.6386554622,0.0367647058824,11.6859243697,8.27993697479,54.8214285714,D,11.99
0671027034,"How to Win Friends &amp; Influence People",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00311604138103,2.1189081391,0.0,0.0,0.00934812414309,0.0,1.10619469027,26.1653994765,1.1498192696,0.735385765923,4.43412688521,64.2777016079,D,2.99
0553381466,"The Happiest Baby on the Block Paperback","Parenting & Relationships",Parenting,diaper,95.56766152381897,person,95.96680402755737,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.752864157119,3.30060010911,0.0,0.0,0.0,0.0,0.00818330605565,1.26568466994,1.29841789416,0.0791052918712,13.9907255865,79.3044189853,D,8.99
0763660531,"Journey Hardcover","Children's Books","Growing Up & Facts of Life",person,97.40934371948242,kite,89.1032338142395,boat,97.6565957069397,NULL,NULL,NULL,NULL,NULL,NULL,1.97796983075,0.556506233733,0.0,0.0,0.0194130081535,0.0,0.00862800362376,1.84279777398,0.122230051337,0.0,49.8741749472,45.5982801513,E,9.55
1423190874,"The Pigeon Needs a Bath! Hardcover","Children's Books",Animals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.42678087495,0.0,0.0,0.0,0.00120983352691,0.0,0.0,0.383517228029,0.00241966705381,0.0,55.1466318235,40.039440573,E,10.72
074324754X,"The Glass Castle: A Memoir Paperback","Biographies & Memoirs","Arts & Literature",person,98.63601326942444,"baseball glove",85.53795218467712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0580696836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00616123964142,0.0,2.75407411971,82.181694957,D,8.99
0142000280,"Getting Things Done: The Art of Stress-Free Productivity Paperback","Business & Money",Skills,suit,8.999361842870712,person,94.78283524513245,tie,89.19765949249268,NULL,NULL,NULL,NULL,NULL,NULL,25.4559873117,0.0,0.0,0.00660851176315,0.0,0.0,0.0,1.62404176579,0.130518107322,0.0495638382236,32.953343907,39.7799365583,E,8.99
0316322407,"I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban Hardcover","Politics & Social Sciences","Politics & Government",person,99.96646642684937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.00549282881,14.806225206,0.0,0.0,0.247177296308,0.146475434849,0.0,17.4214220323,15.0503509307,6.58223985352,34.5834604821,5.15715593531,E,12.99
1936608758,"Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle Paperback","Cookbooks, Food & Wine","Special Diet",person,96.46096229553223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.9685340272,21.3757216034,0.0,0.0,0.158549475567,0.0,0.00203268558419,5.44353199447,0.467517684365,1.25619969103,38.1352142451,20.1926985934,E,9.99
0307119424,"The New Baby Paperback","Children's Books",Animals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.49574138599,0.00120983352691,0.52022841657,0.0,1.85225512969,0.0,0.487562911343,2.17649051491,0.130662020906,7.71631823461,15.8766453736,66.7428861789,E,12.19
0062278789,"Divergent / Insurgent / Allegiant Hardcover","Teen & Young Adult","Literature & Fiction",cassette,95.58494091033936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.26202288144,1.18457021363,0.0,0.0,0.73909081705,0.0,0.0,17.6394654247,0.458135061253,6.54550977017,17.5230333097,49.648172522,E,14.99
0671449028,"The Going-To-Bed Book Board book","Children's Books","Early Learning",can_opener,9.871914237737656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.13417916186,0.013216070742,0.0,17.4295943868,1.76374471357,0.0,0.0,0.415705497885,0.829008073818,0.551470588235,55.3561130334,22.5069684737,D,3.25
0307476073,"Wild: From Lost to Found on the Pacific Crest Trail Paperback",Travel,"United States",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.42744479495,0.279179810726,0.0,0.0,0.0,0.0,0.0,2.78548895899,0.111987381703,0.417981072555,13.9542586751,77.023659306,D,6.99
0060838655,"A People's History of the United States","New, Used & Rental Textbooks",Humanities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.155482815057,4.82542280415,0.0,0.616475722859,0.0,0.0,0.00272776868522,0.144571740316,0.0490998363339,0.818330605565,8.05782869613,85.3300600109,E,12.83
0679805273,"Oh, the Places You'll Go! Hardcover","Children's Books","Literature & Fiction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2041773231,0.0,0.0,0.0,7.21014492754,0.0,2.45950554135,0.662830349531,0.0383631713555,0.398550724638,16.4045183291,71.6219096334,D,3.99
0859537285,"Head, Shoulders, Knees and Toes... Board book","Children's Books","Early Learning","teddy bear",79.93104457855225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.802203065134,0.0,0.0,0.0,0.00119731800766,0.0,0.0,4.61685823755,0.466954022989,48.3429118774,45.4190613027,0.350814176245,D,2.89
1889140430,"1-2-3 Magic: Effective Discipline for Children 212 Paperback","Parenting & Relationships",Parenting,Crock_Pot,8.266223222017288,person,77.78261303901672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.48695652174,3.03768115942,0.0,18.2231884058,0.823188405797,0.0,12.5594202899,1.94782608696,0.194202898551,3.2115942029,22.6289855072,33.8869565217,E,7.69
0671493183,"Doggies (Boynton on Board)","Children's Books","Early Learning",horse,90.87008833885193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.50798490128,0.0,0.0,0.0,0.0,0.0,0.0,0.198412698413,0.60612659698,0.0435540069686,83.0962059621,13.5477158343,E,3.3
0060850523,"Brave New World Paperback","Science Fiction & Fantasy","Science Fiction",wall_clock,9.390964359045029,person,98.04533123970032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.8070768537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96439035384,78.2285327924,D,5.12
1621573133,"Blood Feud: The Clintons vs. the Obamas Hardcover","Biographies & Memoirs","Leaders & Notable People",street_sign,9.34031680226326,person,83.47650170326233,tie,76.81686878204346,NULL,NULL,NULL,NULL,NULL,NULL,13.4552143136,0.7859093696,0.0,0.0,2.23510395184,0.0,0.0,23.9395797336,0.459840588596,0.236887575943,31.5394905524,27.3479739145,D,14.99
1936608898,"It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways Hardcover","Health, Fitness & Dieting","Diets & Weight Loss",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.8354835581,0.0,0.0,0.0,0.0,0.0,0.0,0.257056940537,10.599961199,0.0,40.1954602774,30.112038025,E,9.99
0312511078,"My Big Animal Book (My Big Board Books) Board book","Children's Books",Animals,bolo_tie,9.965252876281738,Weimaraner,9.807762503623962,zebra,99.9102234840393,dog,97.88138270378113,elephant,95.12760639190674,cat,97.56951928138733,8.54930316915,0.558419243986,0.0,0.00715922107675,6.34426307751,0.00477281405116,4.09865406644,2.64294578083,0.791093928981,6.20227185949,27.101231386,43.6998854525,D,4.54
1897238452,"The Conscious Parent: Transforming Ourselves, Empowering Our Children Paperback","Parenting & Relationships",Parenting,abacus,9.870943427085876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.91818591938,0.15391555874,0.0,0.0,0.03184459836,0.0,0.0,2.15481782236,0.05838176366,8.56354324231,9.51092004352,78.6083910517,D,9.95
0307387895,"The Road Paperback","Literature & Fiction",Contemporary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.1487538471,0.0,0.0,0.0,0.0,0.0,0.0,2.51040975198,0.0090519582403,0.0,4.56218695311,7.76959748959,E,7.99
1603290249,"MLA Handbook for Writers of Research Papers, 7th Edition 7th Edition",Reference,"Writing, Research & Publishing Guides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.651936715767,0.0,0.00272776868522,0.00272776868522,0.0,0.0218221494817,0.0572831423895,1.23022367703,3.60883797054,90.6301145663,3.79432624113,E,19.85
0689835604,"Where Is Baby's Belly Button? A Lift-the-Flap Book Board book","Children's Books","Science, Nature & How It Works",rule,99.61689114570618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0168976005407,6.47638944361,0.0768072751851,0.0230421825555,2.04000122892,0.00460843651111,1.2458140035,1.19204891087,0.87560293711,17.0373897816,30.8888137884,40.1225844112,E,5.39
0802473156,"The 5 Love Languages: The Secret to Love That Lasts Paperback",Self-Help,Relationships,person,90.40578603744507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.265371653,0.0,0.0,0.0,0.0,0.0,0.0,2.09112862564,5.88859698007,0.0,77.0294297163,14.725473025,C,9.19
0736431195,"Big Snowman, Little Snowman (Disney Frozen) (Step into Reading) Paperback","Children's Books","Literature & Fiction",candle,8.677679300308228,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.86203173918,0.113354204901,0.0,2.16722444133,0.0,0.0,1.12274641045,3.94580589442,6.34513656483,1.40073410342,40.2218503724,38.821116269,E,2.68
1451695195,"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife Paperback","Medical Books",Medicine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.681003584229,0.0,0.0,0.0385993934381,0.00275709953129,0.0,0.311552247036,0.38323683485,0.0496277915633,6.89550592776,6.95891921698,84.6787979046,D,7.99
0062024035,"Divergent Paperback","Teen & Young Adult","Literature & Fiction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.3378800796,0.0312588803637,0.0,0.0,4.16027280477,0.0,0.0,4.37908496732,0.272804774084,6.32566069906,47.7550440466,7.73799374822,D,4.99
1455727555,"Saunders Comprehensive Review for the NCLEX-RN Examination (Saunders Comprehensive Review for NCLEX-RN) 6th Edition","New, Used & Rental Textbooks","Medicine & Health Sciences",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.62707997853,2.50100644122,0.0,0.0,0.194578636608,0.0,5.66123188406,0.0956119162641,30.1194310252,1.22282608696,29.9030461621,28.675187869,D,27.4
0385344430,"Written in My Own Heart's Blood (Outlander) Hardcover","Literature & Fiction","Genre Fiction",basketball,88.81996870040894,"sports ball",78.9472758769989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.79738562092,0.405679513185,0.0,0.0,0.0,0.0,0.0,6.69371196755,0.16339869281,0.177484787018,3.61730899256,87.145030426,D,11.99
0890425558,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5 5th Edition","New, Used & Rental Textbooks","Medicine & Health Sciences",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.49800399202,0.0,0.0,0.0,0.0,0.0,0.0,0.0948103792415,65.1322355289,0.0,7.7869261477,23.4880239521,D,23.99
0142420891,"Where She Went Paperback","Teen & Young Adult","Literature & Fiction",bikini,82.36988186836243,person,92.7778422832489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.2591380251,0.0,0.0,0.0,0.0,0.0,0.0,1.88761593017,0.0954719039825,0.0,60.9683578833,16.7894162575,D,4.99
